演藝團體名稱,申請類別,立案字號,主管機關,主管機關代碼,團址,網址
興榮戲曲藝術劇坊,戲劇,1774,臺北市政府文化局,379590000E,臺北市松山區健康路15巷58號4樓,
歐洲音樂藝術中心,音樂,1773,臺北市政府文化局,379590000E,臺北市松山區八德路三段166號1樓,
牧神潘長笛室內樂團,音樂,1772,臺北市政府文化局,379590000E,臺北市松山區民權東路三段125巷6號12樓,https://www.facebook.com/groups/413790598679222/
狂響管樂團,音樂,1771,臺北市政府文化局,379590000E,臺北市松山區民權東路三段125巷6號12樓,https://www.facebook.com/RhapsodyConcertBand/
三語事劇場,戲劇,1769,臺北市政府文化局,379590000E,臺北市中山區錦州街338號1樓,https://www.facebook.com/3and4.participatory.theatre/
合作社,雜藝,1768,臺北市政府文化局,379590000E,臺北市大同區西寧北路78之16號8樓,http://hsingho.wordpress.com/
箏工坊文化藝術團,音樂,1767,臺北市政府文化局,379590000E,臺北市北投區光明路2巷13之3號1樓,http://www.facebook.com/KOTOMUSIC.OO/
煦豐蒔光合唱團,音樂,1766,臺北市政府文化局,379590000E,臺北市中山區松江路8號7樓之19,
大世紀合唱團,音樂,1765,臺北市政府文化局,379590000E,臺北市萬華區西藏路251巷9號2F,http://www.facebook.com/GreatCenturyChorus/
面白大丈夫劇團,戲劇,1764,臺北市政府文化局,379590000E,臺北市北投區中和街376號2樓,
笑林豪傑,戲劇,1763,臺北市政府文化局,379590000E,臺北市北投區裕民六路120號4樓,http://twomenofcomdy.weebly.com/
新綠樂集,音樂,1762,臺北市政府文化局,379590000E,臺北市萬華區西寧南路15號4F,
雅歌樂集合唱團,音樂,1761,臺北市政府文化局,379590000E,臺北市士林區中山北路七段82巷10弄39號3樓,
可揚與他的快樂夥伴,舞蹈,1760,臺北市政府文化局,379590000E,臺北市士林區社子街97巷7號3樓,http://www.happycolasfriends.com//
台北市北投愛樂交響樂團,音樂,1759,臺北市政府文化局,379590000E,臺北市北投區溫泉路銀光巷13號之3 三樓,https://www.facebook.com/groups/483169285422624/
丰劇場,傳統戲曲,1758,臺北市政府文化局,379590000E,臺北市內湖區康寧路三段165巷25弄2號5樓,
夢想者聯盟,音樂,1757,臺北市政府文化局,379590000E,臺北市大安區復興南路二段110號3樓,http://www.facebook.com/dreamertroupe/?epa=SEARCH_BOX
僻室 House Peace,戲劇,1756,臺北市政府文化局,379590000E,臺北市大同區光能里民生西路78號5樓之一,http://www.facebook.com/HousePeace.Taiwan
Mr. WHY 花影樂團,音樂,1755,臺北市政府文化局,379590000E,臺北市大安區忠孝東路三段226號9樓,http://www.facebook.com/Mr.WhyWhy/
武陵愛樂,音樂,1754,臺北市政府文化局,379590000E,臺北市大安區仁愛路四段300巷26弄8號7樓,
PBDC玩美舞集,舞蹈,1753,臺北市政府文化局,379590000E,臺北市松山區八德路3段34號8樓之2,
搖擺喵樂團,音樂,1752,臺北市政府文化局,379590000E,臺北市大安區金山南路2段233號3樓,http://www.facebook.com/SwingMeowBand/
鬼丘鬼鏟,視覺藝術,1751,臺北市政府文化局,379590000E,臺北市大安區信義路三段一三四巷四十號十一樓,http://gmgscollective.com/
茱利亞合唱團,音樂,1750,臺北市政府文化局,379590000E,臺北市信義區松德路176號1樓,
銘傳校友啦啦隊,舞蹈,1749,臺北市政府文化局,379590000E,臺北市中山區南京東路2段101號9樓,
Big Apple 大蘋果搖擺舞團,舞蹈,1748,臺北市政府文化局,379590000E,臺北市中山區復興北路168號4樓,
福爾摩沙室內樂集,音樂,1746,臺北市政府文化局,379590000E,臺北市中山區建國北路二段33號2樓,
場外 Off-Site,雜藝,1745,臺北市政府文化局,379590000E,臺北市大安區台北市大安區光復南路240巷23號3樓,
華劇場,戲劇,1744,臺北市政府文化局,379590000E,臺北市信義區吳興街284巷24弄75號3樓,
民風樂府,音樂,1743,臺北市政府文化局,379590000E,臺北市大安區忠孝東路四段312號10樓之1,
Capoeira Camara Taiwan 台灣卡瑪拉卡波耶拉,舞蹈,1742,臺北市政府文化局,379590000E,臺北市中山區德惠街45號7樓之11,https://www.facebook.com/camara.tw/?ref=br_rs
藝心弦樂四重奏,音樂,1741,臺北市政府文化局,379590000E,臺北市中正區忠孝東路一段76號4樓之一,https://www.facebook.com/artrichquartet/
黎美光創意心理工作站,雜藝,1740,臺北市政府文化局,379590000E,臺北市北投區光明路147號1樓,
看見泰國文創交流中心,雜藝,1739,臺北市政府文化局,379590000E,臺北市松山區南京東路五段200號7樓之4,http://visionthai.net
人嶼,視覺藝術,1738,臺北市政府文化局,379590000E,臺北市內湖區內湖路一段73號2樓,
音樂瑞士之夜 Swiss Music Night,音樂,1737,臺北市政府文化局,379590000E,臺北市中正區仁愛路二段34號5樓,http://www.taiwanrhapsody.com/swiss-music-night-archive
一夫樂集房角石管樂團,音樂,1736,臺北市政府文化局,379590000E,臺北市中山區中山北路二段93巷17號8樓之2,
阿甯咕劇團,戲劇,1735,臺北市政府文化局,379590000E,臺北市大安區新生南路1段161巷9號,
陽舞集,舞蹈,1734,臺北市政府文化局,379590000E,臺北市中正區羅斯福路2段126號8樓之2,
復連成,戲劇,1733,臺北市政府文化局,379590000E,臺北市中山區建國北路二段151巷6號之1 13樓,
民生愛樂,音樂,1732,臺北市政府文化局,379590000E,臺北市松山區民生東路5段69巷3弄1號,
小橋流水,音樂,1731,臺北市政府文化局,379590000E,臺北市大安區羅斯福路2段49號12樓,
嚐劇場,戲劇,1730,臺北市政府文化局,379590000E,臺北市中正區忠孝東路1段76號4樓之1,http://www.facebook.com/bonappetittheatre
舞時光藝文空間,舞蹈,1729,臺北市政府文化局,379590000E,臺北市大同區大龍街215巷13號1樓,
遊戲英語劇團,戲劇,1728,臺北市政府文化局,379590000E,臺北市內湖區民善街85號2樓,http://www.facebook.com/Englishletsplay/
美麗人聲合唱團,音樂,1727,臺北市政府文化局,379590000E,臺北市大安區安和路一段133號4樓,
黃譓蓉舞蹈藝術團,舞蹈,1726,臺北市政府文化局,379590000E,臺北市南港區福德街373巷25號8樓,
藝霞歌舞劇團,戲劇,1725,臺北市政府文化局,379590000E,臺北市中山區中山北路二段59巷21號八樓之11,https://www.facebook.com/eshamusical/
黑視力樂坊,音樂,1724,臺北市政府文化局,379590000E,臺北市萬華區漢中街131號8樓,
相信經典樂團,音樂,1723,臺北市政府文化局,379590000E,臺北市萬華區漢中街131號8樓,
皮塔製料,舞蹈,1722,臺北市政府文化局,379590000E,臺北市中山區錦州街256號一樓,https://www.facebook.com/pitaproduction/
三月製作,戲劇,1720,臺北市政府文化局,379590000E,臺北市北投區義方街20巷2號2樓,
AHA 夏威夷藝術舞集,舞蹈,1719,臺北市政府文化局,379590000E,臺北市中山區敬業一路185號7樓之5,http://www.facebook.com/Academyofhawaiianartstaiwan
拉縴人藝象女聲合唱團,音樂,1718,臺北市政府文化局,379590000E,臺北市萬華區昆明街212號1樓,http://www.tmccaf.org.tw/
闊樂集,音樂,1716,臺北市政府文化局,379590000E,臺北市中山區中山北路二段45 巷23 號4 樓之3,
成功高中校友合唱團,音樂,1715,臺北市政府文化局,379590000E,臺北市萬華區昆明街212號,
大稻埕樂團,音樂,1714,臺北市政府文化局,379590000E,臺北市中山區龍江路149巷44號2樓,
貓頭鷹兒童歌劇團,戲劇,1713,臺北市政府文化局,379590000E,臺北市北投區光明路 217號2樓,
EuTuba悠風低音號重奏團,音樂,1712,臺北市政府文化局,379590000E,臺北市內湖區內湖路2段116之1號2樓,
捌零零陸舞團,舞蹈,1710,臺北市政府文化局,379590000E,臺北市松山區延吉街30巷15號1樓,
塔布拉克斯中東鼓舞樂團,音樂,1709,臺北市政府文化局,379590000E,臺北市士林區中山北路七段100巷2號1樓,https://www.facebook.com/TabRaqs
旋律音樂工作坊,音樂,1708,臺北市政府文化局,379590000E,臺北市大安區忠孝東路4段162號9樓,
海峽兩岸文化藝術團,音樂,1707,臺北市政府文化局,379590000E,臺北市松山區三民路180巷20號三樓,
一拍音樂,音樂,1706,臺北市政府文化局,379590000E,臺北市大同區昌吉街81巷27弄15號,
鄰人製作,戲劇,1705,臺北市政府文化局,379590000E,臺北市萬華區青年路30巷8號4樓之2,http://www.facebook.com/ArtNearbyProduction
瞽聲藝術團,音樂,1704,臺北市政府文化局,379590000E,臺北市中山區撫順街6號6樓,
花媽聲優劇場,戲劇,1703,臺北市政府文化局,379590000E,臺北市中正區羅斯福路4段68號8樓之13,
即將成真火舞團,舞蹈,1702,臺北市政府文化局,379590000E,臺北市北投區中山路30號3樓之3,
大紅桔劇場,戲劇,1701,臺北市政府文化局,379590000E,臺北市大安區光復南路180巷48號3樓,http://www.facebook.com/WowToWorld/
愛奇工作室,戲劇,1700,臺北市政府文化局,379590000E,臺北市大同區民族西路187巷4號,
互藝共聲工作室,雜藝,1699,臺北市政府文化局,379590000E,臺北市內湖區文德路207巷9號2樓,http://artsymbiosis111.blogspot.tw/
棋朋藝術,音樂,1698,臺北市政府文化局,379590000E,臺北市中正區中華路一段85巷10號,
行雲樂集,音樂,1696,臺北市政府文化局,379590000E,臺北市中正區中山北路二段115巷20號15樓之一,
薩克幫重奏團,音樂,1695,臺北市政府文化局,379590000E,臺北市文山區溪口街35號4 樓,https://www.facebook.com/薩克幫重奏團-SaxoBang-Ensemble-SBE-828909403815529/
娜祿灣文化藝術團,舞蹈,1694,臺北市政府文化局,379590000E,臺北市萬華區西昌街203號1樓,
看透音樂,音樂,1693,臺北市政府文化局,379590000E,臺北市萬華區長順街113號4樓,https://sites.google.com/view/cantomusic-2017/
典樂律,音樂,1692,臺北市政府文化局,379590000E,臺北市文山區指南路三段26巷5號1樓,https://www.facebook.com/#!/典樂律-131912007464555/
留聲姬樂團,音樂,1691,臺北市政府文化局,379590000E,臺北市內湖區民權東路六段15 巷16 號5 樓,http://www.facebook.com/LiushengjiMusic
禾作社劇團,戲劇,1690,臺北市政府文化局,379590000E,臺北市松山區八德路3段106巷65之1號,
台客花鼓團,音樂,1689,臺北市政府文化局,379590000E,臺北市文山區興隆路1段271巷1號5樓,https://www.facebook.com/TFDEs/
文劇坊掌中劇團,戲劇,1688,臺北市政府文化局,379590000E,臺北市大同區蘭州街84號,
真珠歌劇團,戲劇,1687,臺北市政府文化局,379590000E,臺北市大同區重慶北路二段196號6樓之13,
Circo樂團,音樂,1686,臺北市政府文化局,379590000E,臺北市中正區延平南路212號4樓之1,https://www.facebook.com/CircoEnsemble/
七七歌仔戲團,戲劇,1685,臺北市政府文化局,379590000E,臺北市松山區敦化北路309號9樓,https://goo.gl/4wLSkv
音舞集 Music & Dance Arts,舞蹈,1684,臺北市政府文化局,379590000E,臺北市南港區新民街101號,
愛樂思玩戲班,戲劇,1683,臺北市政府文化局,379590000E,臺北市中山區龍江路305巷3之2號2樓,http://www.facebook.com/liebseele
Tango Mio 迷探戈舞團,舞蹈,1682,臺北市政府文化局,379590000E,臺北市士林區忠義街48號2樓,
莎翁演劇社,戲劇,1681,臺北市政府文化局,379590000E,臺北市北投區東華街一段532號四樓,https://www.facebook.com/groups/1756010544694795/
裊晴絲劇坊,戲劇,1679,臺北市政府文化局,379590000E,臺北市文山區仙岩路16巷46號5樓之13,
江之翠劇場,戲劇,1678,臺北市政府文化局,379590000E,臺北市北投區大度路三段301巷28弄16號2樓,http://www.facebook.com/gangatsui
香柏樹工房,音樂,1677,臺北市政府文化局,379590000E,臺北市大同區萬全街24號1樓,
群英樂團,音樂,1676,臺北市政府文化局,379590000E,臺北市大安區四維路198巷30弄1號,
綠星球表演者 The Green Planet Studio,戲劇,1675,臺北市政府文化局,379590000E,臺北市中山區新生北路二段31之1號11樓之6,http://greenplanetstage.pixnet.net/blog
戲SEE表演坊,戲劇,1673,臺北市政府文化局,379590000E,臺北市萬華區大理街42巷3號2樓,http://www.facebook.com/seetaiwangroup
大安歌劇團,戲劇,1672,臺北市政府文化局,379590000E,臺北市大安區通化街38巷8號4樓之4,
台北客家鄉音竹樂團,音樂,1671,臺北市政府文化局,379590000E,臺北市中山區天津街37號3樓之4,
永樂聽,音樂,1670,臺北市政府文化局,379590000E,臺北市大同區迪化街一段14巷8號,
好聲樂集室內樂團,音樂,1669,臺北市政府文化局,379590000E,臺北市內湖區行愛路78巷28號6樓之5,
薈萃管樂團,音樂,1666,臺北市政府文化局,379590000E,臺北市中山區新生北路三段56巷5號1樓,
彩虹城市管樂團,音樂,1665,臺北市政府文化局,379590000E,臺北市中山區新生北路三段56巷5號1樓,http://www.facebook.com/rainbowcitysymphonicband/
簡珮如表演藝術,舞蹈,1664,臺北市政府文化局,379590000E,臺北市中山區民權東路3段4號4樓,https://peiju.org/
DRUMILY 擊樂團,音樂,1663,臺北市政府文化局,379590000E,臺北市萬華區峨眉街102號5樓之1,
Van2 劇團,戲劇,1662,臺北市政府文化局,379590000E,臺北市中正區紹興北街2巷1號3樓,
傳?樂集,音樂,1661,臺北市政府文化局,379590000E,臺北市松山區敦化北路民有里24鄰244巷29號4樓,
黑魔法單簧管重奏團,音樂,1659,臺北市政府文化局,379590000E,臺北市大安區臥龍街1號7樓之2,
雲水戲劇工作坊,戲劇,1658,臺北市政府文化局,379590000E,臺北市大安區忠孝東路3段249號7樓,
賈斯丁身體劇場,舞蹈,1657,臺北市政府文化局,379590000E,臺北市大同區南京西路288號15樓之2,
恩友福音劇團,戲劇,1654,臺北市政府文化局,379590000E,臺北市大安區忠孝東路三段248巷19弄36號,
躍動舞蹈團,舞蹈,1653,臺北市政府文化局,379590000E,臺北市松山區三民路180巷39號1樓,
藝享舞蹈劇場,舞蹈,1652,臺北市政府文化局,379590000E,臺北市信義區松隆路286號,http://www.artjenga.com
台灣搖擺舞團 Swing Taiwan,舞蹈,1651,臺北市政府文化局,379590000E,臺北市文山區汀州路四段166號5樓,
台灣耶魯室內樂團,音樂,1650,臺北市政府文化局,379590000E,臺北市中正區襄陽路23號,
周能安暨眾等,雜藝,1649,臺北市政府文化局,379590000E,臺北市文山區指南里十六鄰指南路三段51號6樓之二,https://www.facebook.com/artworksoforth
遊戲人Homo Ludens Ensemble,戲劇,1648,臺北市政府文化局,379590000E,臺北市中山區中山北路一段84號10樓,http://homoludensensemble.wixsite.com/taiwan
陸芙演劇所,戲劇,1647,臺北市政府文化局,379590000E,臺北市內湖區內湖路三段72巷61號11樓之2,https://www.facebook.com/luftproduction/
創世紀藝術,音樂,1645,臺北市政府文化局,379590000E,臺北市北投區尊賢街218巷21號2樓,
bePLaY必玩創製所,舞蹈,1644,臺北市政府文化局,379590000E,臺北市內湖區環山路二段四十號二樓,
The Talta 蕙德藝術團,音樂,1642,臺北市政府文化局,379590000E,臺北市南港區三重路17號1樓,
