序號,主管機關文件代碼,補習班中文名稱,補習班中文住址,電話,立案日期,立案文號,教室數,教室面積,班舍總面積
588,7823,臺北市私立愛放學文理短期補習班,114內湖區內湖路1段411巷12之4號1樓及夾層,968807883,2019/5/5,北市教終字第1083029464號,2,33.21,122.41
589,7821,臺北市私立一間故事文理短期補習班,110信義區光復南路417號2樓之2及大安區光復南路422號2樓之1,(02)27585801,2019/5/2,北市教終字第1083028911號,6,122.59,214.68
590,7820,臺北市私立中華寶貝文理技藝短期補習班,108萬華區中華路2段666之3號1樓,(02)2305-1968,2019/4/25,北市教終字第1083028432號,2,56.8,135.06
591,7818,臺北市私立心夢想文理短期補習班,116文山區羅斯福路6段234之1號3樓,(02)29330521,2019/4/23,北市教終字第1083027427號,3,52.85,109.91
592,7817,臺北市私立究吉學府文理技藝短期補習班,106大安區忠孝東路4段112號7樓之5,(02)2740-0541,2019/4/23,北市教終字第1083028246號,4,57.42,110.37
593,7816,巨匠雲科技教育股份有限公司附設臺北市私立巨匠雲文理短期補習班士林分班,111士林區文林路340號2樓之1,(02)28822908,2019/4/19,北市教終字第1083028433號,7,142,199.21
594,7814,臺北市私立實現音樂技藝短期補習班,106大安區和平東路1段10號9樓之1,(02)2365-4893,2019/4/16,北市教終字第1083027390號,4,32.56,80.5
595,7813,臺北市私立蒂摩爾語文文理短期補習班,116文山區羅斯福路6段297號2樓,(02)86637688,2019/4/12,北市教終字第1083023441號,3,43.15,110.83
596,7812,臺北市私立薇薇安法式人文音樂技藝短期補習班,105松山區八德路3段166號、166之1號1樓,(02)25795294,2019/4/11,北市教終字第1083023456號,3,32.92,73.51
597,7811,臺北市私立創想種子文理技藝短期補習班,104中山區明水路397巷2弄22號1樓,(02)25320064,2019/4/9,北市教終字第1083021594號,2,82.23,118.95
598,7810,臺北市私立方程文理短期補習班景美分班,116文山區景興路203號2樓,(02)2934-6898,2019/4/4,北市教終字第1083003484號,4,66.5,159.35
599,7809,臺北市私立言育文理短期補習班,104中山區大直街9巷2號1樓,(02)25333552,2019/4/2,北市教終字第1083027538號,3,38.88,115.48
600,7807,臺北市私立華文苑文理短期補習班,100中正區和平西路1段30號3樓之1,(02)2368-3288,2019/4/1,北市教終字第1083021253號,4,48.68,87.6
601,7808,學學文教事業有限公司附設臺北市私立學學文理短期補習班,100中正區和平西路1段30號3樓,(02)2368-3288,2019/4/1,北市教終字第1083021254號,5,56.07,128.67
602,7806,佑學文教有限公司附設臺北市私立佑學語文文理短期補習班,114內湖區康寧路3段99巷8弄12號1樓,(02)26321121,2019/3/29,北市教終字第1083003483號,1,44.69,91.85
603,7805,臺北市私立學冠文理短期補習班小巨蛋分班,105松山區南京東路4段17號4樓、21號3樓之1及25號4樓之1,(02)25455488,2019/3/27,北市教終字第1083003790號,3,237.5,395.36
604,7804,臺北市私立夢想文理技藝短期補習班,114內湖區康寧路3段16巷116號1樓,(02)26331633,2019/3/22,北市教終字第1083003249號,3,54.04,107.87
605,7803,名人兒童圍棋有限公司附設臺北市私立名人圍棋技藝短期補習班,104中山區吉林路36號4樓,(02)25672468,2019/3/20,北市教終字第1083012613號,4,69.85,125.7
606,7802,中國青年救國團附設臺北市私立音美美術技藝短期補習班,116文山區羅斯福路6段136號4樓之3、4樓之5、4樓之6、4樓之7,(02)86633516,2019/3/3,北市教終字第1083011957號,3,86.18,128.98
607,7801,臺北市私立英格利文理短期補習班,104中山區農安街23號2樓之1,(02)2589-6677,2019/2/26,北市教終字第1083012137號,5,95.58,162.39
608,7800,臺北市私立佳園技藝短期補習班,106大安區建國南路1段304巷59號1樓,(02)2700-8667,2019/2/26,北市教終字第1083011954號,2,34.46,70.75
609,7799,艾克文教事業有限公司附設臺北市私立忠孝艾克文理短期補習班,106大安區忠孝東路4段320號2樓之2,(02)2771-3655,2019/2/19,北市教終字第1083001513號,4,76.29,118.25
610,7798,傑安文教有限公司附設臺北市私立晴天文理短期補習班,114內湖區內湖路1段629巷51號,(02)26272678,2019/1/31,北市教終字第1083001343號,1,34.78,70.23
611,7796,臺北市私立騰博文理短期補習班,106大安區建國南路1段279巷18號1樓,(02)2700-6898,2019/1/28,北市教終字第1083001327號,1,41.21,78.64
612,7795,翰品文教事業股份有限公司附設臺北市私立翰品語文文理短期補習班,106大安區信義路3段126號2樓,(02)2706-2256,2019/1/28,北市教終字第1083000917號,1,45.76,104.89
613,7794,社團法人中國青年救國團附設臺北市私立天宇文理技藝短期補習班,111士林區中山北路7段18號5樓之2,(02)28755085,2019/1/23,北市教終字第1083000947號,5,141.11,171.47
614,7793,社團法人中國青年救國團附設臺北市私立天德語文文理技藝短期補習班,111士林區中山北路7段18號5樓之1,(02)28755085,2019/1/23,北市教終字第1083000946號,5,122.14,162.2
615,7792,臺北市私立艾緹斯舞蹈技藝短期補習班,110信義區忠孝東路4段559巷12號2樓,917671860,2019/1/23,北市教終字第1083000954號,1,49.18,93.77
616,7788,財團法人天主教會台北教區附設臺北市私立聖馨文理技藝短期補習班,103大同區民生西路247之1號4樓,(02)25537822,2019/1/11,北市教終字第1076071897號,3,74.29,105.36
617,7786,臺北市私立馨湖語文文理短期補習班,114內湖區民權東路6段123巷34弄8號1樓,(02)27917159,2019/1/8,北市教終字第1076073081號,2,53.73,95.48
618,7785,臺北市私立亞美利嘉文理短期補習班,104中山區龍江路63之2號2樓之1,(02)27816596,2019/1/7,北市教終字第1076074040,3,61.7,103.62
619,7784,美加文化實業股份有限公司附設臺北市私立小美加文理技藝短期補習班,106大安區新生南路1段139巷15號1樓,02-2325-5990,2019/1/7,北市教終字第1076072607號,3,50.5,114.56
620,7782,臺北市私立樂群技藝短期補習班,110信義區富陽街72巷34號2樓,-2,2018/12/27,北市教終字第1076072447號,3,36.28,105.07
621,7781,臺北市私立夏葉美術技藝短期補習班,114內湖區文德路210巷30弄94號1樓,(02)87972126,2018/12/24,北市教終字第1076072159號,1,52.01,112.54
622,7780,臺北市私立陳蒂國文文理短期補習班,100中正區南昌路2段70號3樓,(02)2312-1678,2018/12/18,北市教終字第1076062707號,3,112.96,196.38
623,7779,常春藤之路有限公司附設臺北市私立藤道文理短期補習班,100中正區許昌街24之3號4樓,(02)2370-5397,2018/12/17,北市教終字第1076071896號,6,99.26,130.42
624,7777,臺北市私立陳屹文理技藝短期補習班,110信義區忠孝東路5段248號2樓,0918518259/ 02-23225757,2018/12/17,北市教終字第1076064864號,3,44.48,84.57
625,7775,及幼文化出版股份有限公司附設臺北市私立哥大英語文理短期補習班天母二分班,111士林區天母西路46之3號1、2樓及48之8號1樓,(02)28710108,2018/11/16,北市教終字第1076057875號,5,78.73,138.78
626,7773,臺北市私立泰瑞森文理短期補習班,112北投區磺港路8號9樓及8之1號9樓,(02)2897-3233,2018/10/31,北市教終字第1076045861號,7,144.49,195.33
627,7771,臺北市私立奕成文理短期補習班,104中山區民權東路2段19號2樓、2樓之1,(02)2593-5907,2018/10/29,北市教終字第1076046025號,4,96.7,189.98
628,7770,洋學有限公司附設臺北市私立萬華文理短期補習班,108萬華區西園路2段292號3樓,(02)2332-7785,2018/10/29,北市教終字第1076045877號,6,119.21,167.75
629,7769,舞育文創有限公司附設臺北市私立舞動世界中正技藝短期補習班,100中正區廣州街8巷17號1樓,(02)2371-2550,2018/10/26,北市教終字第1076046360號,1,54.54,98.45
630,7768,臺北市私立箜篌技藝文理短期補習班,105松山區敦化北路222巷17號2樓,(02)27134537,2018/10/18,北市教終字第1076044856　號,4,41.13,94.72
631,7767,臺北市私立莫爾頓文理短期補習班,114內湖區康寧路3段56巷41號1樓,(02)2632-0663,2018/10/16,北市教終字第1076044890號,3,41.4,70.07
632,7765,臺北市私立談爾音樂藝術技藝短期補習班,110信義區忠孝東路5段524巷3弄4號1樓,(02)27276132,2018/10/9,北市教終字第1076044169號,6,34.18,79.29
633,7763,晴天圖書有限公司附設臺北市私立傑安文理短期補習班,112北投區實踐街71號1樓及77號1樓,(02)2820-6800,2018/10/8,北市教終字第1076032172號,3,83.61,167.4
634,7764,臺北市私立天晴文理短期補習班,100中正區羅斯福路3段272號6樓,(02)2365-7995,2018/10/4,北市教終字第1076031512號,4,99.65,198.8
635,7762,概思文化有限公司附設臺北市私立概思語文文理短期補習班大直分班,104中山區明水路455號地下1樓,(02)25331951,2018/10/1,北市教終字第1076031473號,5,78.16,145.08
636,7754,臺北市私立夢程文理短期補習班,111士林區文林路746號2樓,(02)28336380,2018/9/26,北市教終字第1076029711號,3,38.59,90.11
637,7760,臺北市私立津梁升大文理短期補習班,100中正區南海路20號2樓之1,(02)2393-3333,2018/9/21,北市教終字第1076030366號,3,119.78,198.03
638,7749,臺北市私立思洛巽文理短期補習班,111士林區天玉街38巷13弄2號1樓,28747163,2018/9/19,北市教終字第1076030216號,4,74.36,168.94
639,7759,臺北市私立蘑奇樹美術文理技藝短期補習班,114內湖區文德路210巷30弄21號1樓,955280098,2018/9/17,北市教終字第1076029746號,3,31.09,79.37
640,7758,陳立教育事業股份有限公司附設臺北市私立陳立文理短期補習班內湖甲分班,114內湖區成功路3段174巷15號3樓,(02)2791-3839,2018/9/14,北市教終字第1076029701號,2,98.35,175.66
641,7757,臺北市私立蘇珊文理短期補習班中央分班,112北投區中央北路1段193號2樓之1、195號1樓,(02)2897-3958,2018/9/11,北市教終字第1076028762號,7,123.51,190.63
642,7755,臺北市私立速學文理短期補習班,100中正區重慶南路1段10號10樓之2,(02)2371-2997,2018/9/7,北市教終字第1076029198號,1,52.32,70.7
643,7753,臺北市私立華理文理短期補習班雙園分班,108萬華區西園路2段109號4樓,2308-2827,2018/9/5,北市教終字第1076029072號,3,43.65,100.12
644,7751,臺北市私立藍月文理短期補習班,111士林區中山北路6段35巷8號、10號1樓,(02)28360012,2018/9/9,北市教終字第1076028616號,4,58.66,103.86
645,7752,社團法人中國青年救國團附設臺北市私立勵動舞蹈技藝短期補習班,100中正區館前路45號3樓,(02)2381-9165,2018/8/31,北市教終字第1076019509號,1,147.3,194.21
646,3061,夏恩國際教育股份有限公司附設臺北市私立夏恩英語文理短期補習班,106大安區羅斯福路2段41號5樓、5樓之1,(02)23973996,1996/11/6,北市教四字第85260195號,8,140.84,261.19
647,7750,智多星圍棋有限公司附設臺北市私立智多星仁愛圍棋技藝短期補習班,106大安區安和路1段90巷34號1樓,(02)2755-7092,2018/8/28,北市教終字第1076018817號,3,56.38,98.87
648,7748,安師文教事業有限公司附設臺北市私立安佳文理短期補習班,104中山區北安路595巷2弄3號1樓,(02)85096533,2018/8/22,北市教終字第1076018430號,1,42.3,113.17
649,7747,文城教育股份有限公司附設臺北市私立文城文理短期補習班南京分班,104中山區南京東路3段208號10樓,(02)2752-0027,2018/8/20,北市教終字第1076017944號,3,132.76,157.54
650,7745,臺北市私立快樂諦文理短期補習班,105松山區敦化北路4巷17號1樓,(02)87710919,2018/8/15,北市教終字第1076017745　號,3,61.7,102.66
651,7744,臺北市私立東德文理短期補習班,114內湖區康寧路3段174號2樓,(02)26306133,2018/8/13,北市教終字第1076017280號,2,37.31,105.01
652,7741,及幼文化出版股份有限公司附設臺北市私立哥大英語文理短期補習班新生五分班,106大安區新生南路2段2號4樓之5,(02)2931-0808,2018/8/8,北市教終字第1076016685號,5,107.98,143.66
653,7739,臺北市私立高韋文理短期補習班,100中正區北平東路30之5號3樓之1,(02)2322-2860,2018/7/26,北市教終字第1076015818號,1,98.5,194.93
654,7738,臺北市私立童樂技藝短期補習班,116文山區羅斯福路6段295號2樓,(02)29333137,2018/7/18,北市教終字第1076021695號,4,74.04,108.95
655,7737,十十豐盛有限公司附設臺北市私立十十豐盛文理短期補習班,106大安區復興南路2段111巷1號3樓,975542378,2018/7/17,北市教終字第1076002520號,5,65.21,102.22
656,7736,臺北市私立羽恩文理短期補習班,112北投區石牌路1段46號3樓,(02)2822-7555,2018/7/11,北市教終字第1076003126號,2,68.31,95.76
657,7734,臺北市私立復興文創技藝短期補習班分三班,100中正區羅斯福路3段302號6樓,(02)2365-4400,2018/7/7,北市教終字第1076002399號,2,80.72,108.63
658,7733,臺北市私立復興設計技藝短期補習班分二班,100中正區羅斯福路3段302號5樓,(02)2365-4400,2018/7/7,北市教終字第1076002398號,2,79.5,108.63
659,7732,臺北市私立文承文理短期補習班,100中正區南陽街13號8樓,(02)2371-8280,2018/7/4,北市教終字第1076003104號,2,156.89,178.03
660,7731,育年企業股份有限公司附設臺北市私立育年文理語文短期補習班,110信義區忠孝東路4段512號9樓之3,(02)2775-1278,2018/6/26,北市教終字第1076002104號,4,88.3,162.14
661,7729,臺北市私立得合文理短期補習班,116文山區羅斯福路6段274號3樓,(02)89316250,2018/6/19,北市教終字第10734484100號,3,65.65,108.99
662,7727,臺北市私立愛創課文理技藝短期補習班,114內湖區康寧路3段165巷14弄1號5樓,(02)2633 7173,2018/6/5,北市教終字第10732418800號,3,90.14,171.28
663,7728,成名設計有限公司附設臺北市私立成名藝術設計技藝短期補習班,105松山區南京東路5段223號3樓之1,(02)27481588,2018/6/5,北市教終字第10734752700號,2,70.6,119.18
664,7726,臺北市私立尼芮思短期補習班,111士林區天母西路5巷5號1樓,(02)28719425,2018/6/4,北市教終字第10734784800號,4,60.18,122.74
665,7724,臺北市私立智邦文理短期補習班,104中山區松江路27號3樓之5、3樓之6、3樓之7、3樓之8、3樓之9,(02)25065628,2018/5/3,北市教終字第10733170300號,4,83.43,132.24
666,7723,臺北市私立昕格技藝文理短期補習班,104中山區龍江路281巷2號,(02)25069508,2018/5/1,北市教終字第10733153700號,3,46.78,77.28
667,7722,臺北市私立科夫曼音樂技藝短期補習班,106大安區仁愛路4段345巷5弄9號1樓,(02)2751-7951,2018/5/1,北市教終字第10733197100號,10,58.58,121.02
668,7721,臺北市私立星宇文理短期補習班,112北投區吉利街259巷12號1樓,(02)2820-6005,2018/5/1,北市教終字第10733196500號,2,32.39,99.66
669,7715,名人兒童圍棋有限公司附設臺北市私立忠孝圍棋技藝短期補習班,106大安區復興南路1段200號8樓,(02)8771-5036,2018/4/17,北市教終字第10732140700號,5,74.96,118.03
